bus,ARS,ID,station,lng,lat
303,24305,123000215,복정역1번출구,127.1269612,37.47233232
303,24015,123000015,장지역.가든파이브,127.1260836,37.47903007
303,24013,123000013,문정법조단지.건영아파트,127.1247015,37.48162043
303,24011,123000011,문정로데오거리입구,127.1213046,37.48834723
303,24009,123000009,가락시장.가락시장역,127.1171666,37.49438544
303,24007,123000007,송파역,127.1118578,37.50021978
303,24005,123000005,석촌역,127.1088655,37.50336388
303,24003,123000003,석촌호수.한솔병원,127.1057662,37.506765
303,24017,123000579,잠실역.롯데월드몰,127.1007214,37.51252076
303,24001,123000001,잠실역.잠실대교남단,127.0984499,37.51553932
303,24479,123000507,잠실대교전망쉼터,127.0949754,37.52003057
303,5194,104000101,자양동잠실대교북단,127.0857202,37.53205686
303,5192,104000291,동서울우편집중국앞,127.0841616,37.53522017
303,5148,104000055,광진구청,127.0833859,37.53897619
303,5146,104000053,광진경찰서,127.0845869,37.54310313
303,5154,104000061,구의사거리,127.0863043,37.54584927
303,5152,104000059,구의2동주민센터입구,127.0895323,37.54868042
303,5006,104000006,어린이대공원후문아차산역,127.0902385,37.55124777
303,5005,104000005,중곡동입구삼거리,127.0865475,37.55449163
303,5003,104000003,군자역4번출구.용마초등학교,127.0824525,37.55606513
303,5001,104000001,군자교입구,127.0756403,37.55873152
303,6003,105000003,장한평역,127.0672897,37.56116552
303,6002,105000002,청년회의소,127.0612991,37.56203138
303,6001,105000001,답십리역사거리,127.0550661,37.56519211
303,6005,105000005,신답초등학교.청계한신휴플러스,127.0447271,37.57175446
303,6006,105000006,동대문구청,127.0383298,37.57406577
303,6007,105000007,서울시동부병원,127.030983,37.573941
303,6008,105000008,신설동역.서울풍물시장,127.0257335,37.57444978
