bus,ARS,ID,station,lng,lat
402,24446,123000354,장지공영차고지,127.1359411,37.48048216
402,24448,123000356,아이코리아,127.1332897,37.48097477
402,24464,123000372,송파글마루도서관.버들어린이집,127.1316517,37.48159499
402,24467,123000375,문현고등학교,127.1291558,37.48053079
402,24475,123000382,장지역.가든파이브라이프동,127.1248158,37.47915544
402,24473,123000381,가든파이브웍스동,127.1212812,37.4783601
402,24477,123000384,가든파이브툴동,127.1193066,37.47912306
402,23393,122000696,강남한양수자인아파트,127.1138245,37.4782175
402,23442,122000720,세곡2지구3.4단지,127.109816,37.47672824
402,23527,122000404,래미안포레아파트,127.1076654,37.47615629
402,23425,122000318,쟁골마을,127.1049597,37.48198879
402,23150,122000718,고속철도수서역,127.1047391,37.48457671
402,23404,122000297,수서역KT수서지점,127.1007586,37.48714359
402,23406,122000299,궁마을,127.0972204,37.48537242
402,23465,122000348,태화기독교사회복지관,127.0933524,37.48452051
402,23380,122000276,수서삼성아파트앞,127.0909919,37.48438155
402,23381,122000277,일원본동주민센터,127.0847589,37.48344961
402,23382,122000278,푸른마을아파트앞,127.079863,37.482744
402,23350,122000246,주공4단지,127.0690636,37.48360227
402,23353,122000249,개포주공5단지경기여고,127.0672967,37.48665083
402,23354,122000250,개포동역.개포시장,127.066343,37.48849707
402,23356,122000252,개포시장.개포5단지상가,127.0684206,37.48942561
402,23358,122000254,개포6단지앞,127.070533,37.49005516
402,23395,122000291,대치아파트,127.0722868,37.49234249
402,23237,122000134,은마아파트,127.0670015,37.4957066
402,23226,122000123,대치역1번출구,127.0615359,37.49380888
402,23227,122000124,래미안대치팰리스,127.0586311,37.49248886
402,23219,122000116,도곡역2번출구.동부센트레빌,127.056555,37.49154129
402,23329,122000225,숙명여고,127.0525143,37.48967059
402,23316,122000212,매봉삼성아파트SK리더스뷰,127.0490211,37.4880596
402,23317,122000213,매봉역양재최의원,127.0445829,37.48612816
402,23318,122000214,양재역말죽거리.강남베드로병원,127.0379877,37.48515886
402,22006,121000006,뱅뱅사거리,127.0329932,37.48689708
402,22008,121000008,래미안아파트.파이낸셜뉴스(중),127.0310112,37.49104273
402,22010,121000010,신분당선강남역,127.0291627,37.49495653
402,22012,121000012,지하철2호선강남역,127.0264182,37.50075699
402,22014,121000014,논현역,127.0237329,37.50636851
402,22016,121000016,신사역,127.0206424,37.51293011
402,23531,122000408,한남대교전망카페,127.0158197,37.52428981
402,3166,102000072,한남5거리,127.009314,37.531398
402,3162,102000068,순천향대학병원,127.0056119,37.53638982
402,3160,102000066,서울중부기술교육원.블루스퀘어,127.0034717,37.54152715
402,3158,102000064,장충단로입구,127.0024196,37.54572913
402,3159,102000065,남산예술원,127.0021239,37.54432965
402,3175,102000081,하얏트호텔,126.9961895,37.54157513
402,3173,102000079,남산체육관,126.9927887,37.54265586
402,3343,102000250,용암초등학교.이태원2동주민센터,126.9908135,37.54480075
402,3171,102000077,보성여중고입구,126.9858231,37.54635683
402,3169,102000075,후암약수터,126.984251,37.54852147
402,3167,102000073,남산도서관,126.981555,37.55224263
402,2215,101000111,백범광장,126.9801102,37.5556147
402,2285,101000265,힐튼호텔,126.9766122,37.5566056
402,2124,101000029,남대문시장악세사리전문상가,126.9759992,37.55857317
402,2128,101000033,시청앞,126.9764872,37.56260691
402,2507,101900006,프레스센터,126.9772623,37.56735756
