bus,ARS,ID,station,lng,lat
452,23419,122000312,삼일자동차학원.강남자동차검사소,127.1208064,37.46795042
452,23420,122000313,광연자동차학원앞,127.1188947,37.46696253
452,23421,122000314,세곡동,127.109527,37.464872
452,23412,122000305,은곡마을.LH이편한세상,127.1018398,37.46537659
452,23434,122000664,은곡마을진입로,127.0985637,37.46565534
452,23437,122000674,세곡푸르지오,127.0949948,37.46501405
452,22337,121000261,헌인마을.서울농업기술센터,127.0893535,37.46320952
452,22334,121000258,헌인릉.강남서초과학화예비군훈련장,127.0827095,37.46106371
452,22332,121000256,서울특별시어린이병원.강동송파과학화예비군훈련장,127.071817,37.45760454
452,22330,121000254,안골마을,127.0623339,37.45620139
452,22398,121000988,서초포레스타입구,127.0599311,37.4572143
452,22328,121000252,탑성마을,127.0546666,37.45943433
452,22326,121000250,염곡마을.서초50플러스센터,127.0490286,37.46181149
452,22302,121000226,코트라,127.045401,37.463517
452,22293,121000217,양재2동주민센터.양재꽃시장,127.0392083,37.46949997
452,22295,121000219,언남고교,127.0386338,37.4732828
452,22002,121000002,교육개발원입구,127.0386757,37.47776664
452,22004,121000004,양재역.서초문화예술회관,127.0368255,37.48187093
452,22006,121000006,뱅뱅사거리,127.0329932,37.48689708
452,22008,121000008,래미안아파트.파이낸셜뉴스(중),127.0310112,37.49104273
452,22010,121000010,신분당선강남역,127.0291627,37.49495653
452,22012,121000012,지하철2호선강남역,127.0264182,37.50075699
452,22014,121000014,논현역,127.0237329,37.50636851
452,22183,121000107,논현사거리.논현역5번출구,127.0192933,37.51049952
452,22017,121000017,반포역,127.0121019,37.50840125
452,22019,121000019,고속터미널,127.0052627,37.50633499
452,22021,121000021,신반포역.세화여중고,126.9958083,37.50345516
452,22023,121000023,구반포역.세화고등학교,126.989993,37.50204341
452,20134,119000041,동작역.국립현충원,126.9765396,37.50311662
452,20131,119000038,흑석동한강현대아파트,126.9717439,37.50583855
452,20130,119000037,비계,126.9685796,37.50642871
452,20128,119000035,흑석동명수대현대아파트,126.9664186,37.50722759
452,20125,119000032,흑석역.흑석동빗물펌프장,126.9633145,37.50831935
452,20194,119000101,중앙대학교,126.961299,37.5078097
