bus,ARS,ID,station,lng,lat
302,24305,123000215,복정역1번출구,127.1269612,37.47233232
302,24015,123000015,장지역.가든파이브,127.1260836,37.47903007
302,24013,123000013,문정법조단지.건영아파트,127.1247015,37.48162043
302,24011,123000011,문정로데오거리입구,127.1213046,37.48834723
302,24009,123000009,가락시장.가락시장역,127.1171666,37.49438544
302,24007,123000007,송파역,127.1118578,37.50021978
302,24005,123000005,석촌역,127.1088655,37.50336388
302,24003,123000003,석촌호수.한솔병원,127.1057662,37.506765
302,24017,123000579,잠실역.롯데월드몰,127.1007214,37.51252076
302,24001,123000001,잠실역.잠실대교남단,127.0984499,37.51553932
302,24479,123000507,잠실대교전망쉼터,127.0949754,37.52003057
302,5194,104000101,자양동잠실대교북단,127.0857202,37.53205686
302,5192,104000291,동서울우편집중국앞,127.0841616,37.53522017
302,5199,104000106,구의역3번출구,127.0882469,37.53762201
302,5272,104000302,구의3동주민센터,127.0924814,37.53905922
302,5165,104000072,올림픽대교북단사거리,127.0935981,37.54332761
302,5155,104000062,구의시장삼거리,127.0890444,37.54490378
302,5142,104000049,구의사거리.광진소방서앞,127.0839734,37.54520739
302,5143,104000050,어린이회관,127.0773142,37.54616002
302,5250,104000157,화양리,127.071352,37.54796511
302,5249,104000293,화양사거리,127.0686729,37.54827943
302,4213,103000114,성동세무서,127.0643423,37.54817165
302,4211,103000112,제인병원,127.0569041,37.54920231
302,4269,103000167,성수2가3동주민센터,127.0546222,37.55004357
302,4255,103000153,리버하우스,127.0506808,37.55120075
302,4188,103000089,상원,127.0468309,37.5516519
302,4130,103000031,한양대정문앞,127.0432169,37.55673951
302,4137,103000038,서울숲삼부아파트,127.0379176,37.55868322
302,4134,103000035,왕십리역,127.036193,37.56029825
302,4110,103000012,코스모타워.서울신용보증재단성동지점,127.0328371,37.56289265
302,4102,103000005,상왕십리역,127.0286416,37.56460861
