bus,ARS,ID,station,lng,lat
107,10001,109000001,도봉산역,127.0454322,37.68919475
107,10003,109000003,도봉한신아파트,127.0459186,37.68405224
107,10005,109000005,서울북부지방법원.검찰청.도봉역성황당,127.0449149,37.67772909
107,10007,109000007,신도봉사거리,127.0441345,37.67329071
107,10019,109000019,신도봉시장.도봉구청.방학북부역,127.0435791,37.66999866
107,10009,109000009,도봉소방서.방학남부역,127.0429434,37.66633771
107,10011,109000011,도봉보건소,127.040748,37.65894194
107,10013,109000013,도봉구민회관,127.0381547,37.65456682
107,10015,109000015,쌍문역,127.0347521,37.64882356
107,10017,109000017,우이1교앞,127.0326524,37.64529302
107,9001,108000001,수유3동우체국,127.0290061,37.64126603
107,9013,108000378,수유(강북구청)역,127.0260369,37.63852004
107,9003,108000003,수유역,127.0240534,37.63670243
107,9005,108000005,수유시장.성신여대미아캠퍼스앞,127.0241828,37.63122907
107,9007,108000007,미아역.신일중고,127.0266556,37.62487126
107,9009,108000009,도봉세무서.성북시장,127.0287005,37.61970957
107,9011,108000011,미아사거리역,127.0300023,37.61376514
107,8001,107000001,월곡뉴타운,127.028232,37.60688977
107,8003,107000003,길음뉴타운,127.0241845,37.60360938
107,8005,107000005,미아리고개.미아리예술극장,127.0216801,37.5988125
107,8007,107000007,돈암사거리.성신여대입구,127.018087,37.59377511
107,8009,107000009,삼선교.한성대학교,127.0092102,37.58988342
107,1005,100000005,혜화동로터리.여운형활동터,127.0016943,37.58622998
107,1003,100000003,명륜3가.성대입구,126.9982902,37.58270882
107,1002,100000002,창경궁.서울대학교병원,126.9965202,37.57917886
107,1218,100000122,현대그룹빌딩,127.0005179,37.5759191
107,1225,100000129,이화동(이화장),127.0032823,37.57603475
107,1215,100000119,충신동,127.006331,37.574106
107,1214,100000118,동대문,127.0085129,37.57178536
107,1205,100000109,종로5가.효제초등학교,127.002028,37.57288183
