bus,ARS,ID,station,lng,lat
710,14271,113000180,월드컵파크7단지,126.8783245,37.58126463
710,14291,113000197,상암고등학교,126.8841642,37.58189711
710,14289,113000195,월드컵파크5단지,126.8866216,37.58044677
710,14287,113000193,상암DMC홍보관.YTN,126.8914688,37.57765399
710,14166,113000075,상암초등학교,126.8933434,37.57654446
710,14165,113000074,상암휴먼시아아파트,126.8954425,37.57530221
710,14316,113000213,월드컵경기장북측,126.8982584,37.57368787
710,14106,113000016,월드컵경기장서측.문화비축기지,126.8950955,37.569423
710,14103,113000013,마포농수산물시장.월드컵공원,126.8968447,37.56634836
710,14102,113000012,마포구청,126.9019554,37.56494342
710,14196,113000105,마포중앙도서관,126.9066704,37.56377972
710,14198,113000107,성산2교,126.9131661,37.56563969
710,13008,112000008,연희104고지앞.구성산회관,126.9250742,37.56628777
710,13010,112000010,서대문우체국,126.9320763,37.56179152
710,13012,112000012,연세대앞,126.9357013,37.55998234
710,13014,112000014,세브란스병원앞,126.9384498,37.55998371
710,13016,112000016,이대후문,126.9432613,37.56263231
710,1128,100000033,사직단,126.9680705,37.57494659
710,1127,100000032,서울지방경찰청.경복궁역,126.9714955,37.57590104
710,1117,100000022,경복궁,126.9787905,37.57577149
710,1200,100000104,안국역.종로경찰서.인사동,126.9841842,37.57586565
710,1199,100000103,창덕궁.우리소리박물관,126.987876,37.57729098
710,1209,100000414,창덕궁.서울돈화문국악당,126.9910612,37.57747763
710,1256,100000159,원남동사거리,126.9982124,37.57578617
710,1218,100000122,현대그룹빌딩,127.0005179,37.5759191
710,1219,100000123,방송통신대.이화장,127.0022982,37.57812399
710,1220,100000124,혜화역.마로니에공원,127.0021325,37.58110688
710,1229,100000133,혜화역.동성중고(장면총리가옥),127.0015281,37.58454158
710,8010,107000010,삼선교.한성대학교.조소앙활동터,127.008364,37.58932692
710,8008,107000008,돈암사거리.성신여대입구,127.0178187,37.59332094
710,8006,107000006,미아리고개.미아리예술극장,127.0217898,37.59792335
710,8004,107000004,길음뉴타운,127.0236778,37.60319108
710,8002,107000002,월곡뉴타운,127.0273788,37.60599704
710,9012,108000012,미아사거리역,127.0302404,37.61289695
710,9010,108000010,도봉세무서.성북시장,127.0292315,37.61883281
710,9008,108000008,미아역.신일중고,127.0271522,37.6241142
710,9006,108000006,수유시장.성신여대미아캠퍼스앞,127.0246947,37.63056352
710,9004,108000004,수유역.강북구청,127.0251835,37.63752182
710,9147,108000059,강북구청,127.0263572,37.64044602
710,9313,108000377,수유중앙시장,127.0224863,37.64090049
