bus,ARS,ID,station,lng,lat
405,22367,121000289,염곡동구룡사,127.0471527,37.46852722
405,23368,122000264,구룡사입구,127.0506326,37.47183935
405,22307,121000231,언남고포이성당앞,127.0458014,37.4720799
405,22309,121000233,소방서앞,127.0416463,37.47000522
405,22293,121000217,양재2동주민센터.양재꽃시장,127.0392083,37.46949997
405,22295,121000219,언남고교,127.0386338,37.4732828
405,22292,121000216,일동제약사거리,127.0383697,37.47943613
405,22290,121000214,양재역,127.035321,37.483395
405,22129,121000053,서초구청,127.0309471,37.48420925
405,22110,121000034,서울시인재개발원입구,127.0224066,37.48299285
405,22153,121000077,남부터미널.기쁨병원,127.0169147,37.48185234
405,22145,121000069,서초동예술의전당,127.012734,37.4816391
405,22144,121000068,서초3동주민센터,127.0119717,37.48318784
405,22139,121000063,서초아트자이아파트,127.0106825,37.48568073
405,22140,121000064,서초동삼성아파트,127.0092871,37.48861741
405,22135,121000059,서초역.서울중앙지법등기국,127.0072658,37.49288245
405,22137,121000061,서울중앙지방검찰청,127.0063908,37.49466052
405,22214,121000138,서울지방조달청.서울성모병원,127.0039508,37.50076372
405,3269,102000175,한강중학교,126.9913904,37.52481798
405,3270,102000176,금호베스트빌앞,126.9907043,37.52261661
405,3336,102000243,서빙고초등학교,126.9906244,37.52084117
405,3157,102000063,서빙고역1번출구,126.989474,37.5200511
405,3272,102000178,서빙고동,126.993923,37.520002
405,3274,102000180,동빙고동,126.996486,37.52083863
405,3277,102000183,보광동신동아아파트,127.0014551,37.52559001
405,3279,102000185,기업은행보광동지점,126.9994034,37.52786853
405,3282,102000188,한국폴리텍1대학,126.9964367,37.53055111
405,3284,102000190,이태원역.보광동입구,126.9942273,37.53361683
405,3193,102000099,이태원119안전센터,126.9971891,37.5346195
405,3195,102000101,한남동주민센터,127.0004699,37.53678128
405,3197,102000103,한강진역.블루스퀘어,127.0018625,37.54089014
405,3158,102000064,장충단로입구,127.0024196,37.54572913
405,3159,102000065,남산예술원,127.0021239,37.54432965
405,3175,102000081,하얏트호텔,126.9961895,37.54157513
405,3173,102000079,남산체육관,126.9927887,37.54265586
405,3343,102000250,용암초등학교.이태원2동주민센터,126.9908135,37.54480075
405,3171,102000077,보성여중고입구,126.9858231,37.54635683
405,3169,102000075,후암약수터,126.984251,37.54852147
405,3167,102000073,남산도서관,126.981555,37.55224263
405,2215,101000111,백범광장,126.9801102,37.5556147
405,2285,101000265,힐튼호텔,126.9766122,37.5566056
405,2124,101000029,남대문시장악세사리전문상가,126.9759992,37.55857317
405,2128,101000033,시청앞,126.9764872,37.56260691
405,2641,101000301,시청광장,126.9786406,37.56523615
