bus,ARS,ID,station,lng,lat
421,22367,121000289,염곡동구룡사,127.0471527,37.46852722
421,23368,122000264,구룡사입구,127.0506326,37.47183935
421,22307,121000231,언남고포이성당앞,127.0458014,37.4720799
421,22309,121000233,소방서앞,127.0416463,37.47000522
421,22293,121000217,양재2동주민센터.양재꽃시장,127.0392083,37.46949997
421,22295,121000219,언남고교,127.0386338,37.4732828
421,22002,121000002,교육개발원입구,127.0386757,37.47776664
421,22004,121000004,양재역.서초문화예술회관,127.0368255,37.48187093
421,22006,121000006,뱅뱅사거리,127.0329932,37.48689708
421,22008,121000008,래미안아파트.파이낸셜뉴스(중),127.0310112,37.49104273
421,22010,121000010,신분당선강남역,127.0291627,37.49495653
421,22012,121000012,지하철2호선강남역,127.0264182,37.50075699
421,22014,121000014,논현역,127.0237329,37.50636851
421,22016,121000016,신사역,127.0206424,37.51293011
421,23531,122000408,한남대교전망카페,127.0158197,37.52428981
421,3319,102000225,순천향병원입구,127.0068304,37.53262726
421,3285,102000191,한남역.용산노인종합복지관,127.006709,37.53122449
421,3324,102000230,한남동하이페리온,127.0056051,37.52779846
421,3277,102000183,보광동신동아아파트,127.0014551,37.52559001
421,3279,102000185,기업은행보광동지점,126.9994034,37.52786853
421,3282,102000188,한국폴리텍1대학,126.9964367,37.53055111
421,3284,102000190,이태원역.보광동입구,126.9942273,37.53361683
421,3190,102000096,이태원역1번출구.해밀턴호텔,126.9930005,37.53446857
421,3188,102000094,용산구청.이태원시장,126.990604,37.53432488
421,3186,102000092,녹사평역,126.9853358,37.53501166
421,3184,102000090,전쟁기념관,126.9768601,37.53470007
421,3328,102000234,삼각지역11번출구,126.974362,37.53622583
421,3009,102000009,숙대입구역,126.9725585,37.54329912
421,3011,102000011,갈월동,126.9721834,37.55098259
421,2282,101000263,서울스퀘어앞,126.9727847,37.5553185
421,2146,101000047,남대문시장.회현역,126.9783475,37.55855865
421,2149,101000050,명동입구,126.9852258,37.56076734
421,2152,101000053,퇴계로3가.한옥마을.한국의집,126.9924905,37.56098999
421,2153,101000054,충무로역2번출구.대한극장앞,126.994883,37.56131968
421,2207,101000103,퇴계로5가.제일병원,126.99993,37.56248011
421,2205,101000101,퇴계로6가,127.0038946,37.56341884
421,2275,101000166,광희문.광희동사거리,127.0094022,37.56446506
421,2178,101000078,충무아트센터.스포츠센터.중부소방서,127.0147221,37.56512145
421,2182,101000082,신당역.중앙시장앞,127.0194762,37.56558611
421,4104,103000007,왕십리교회,127.0236774,37.56638416
421,4295,103000191,황학교.텐즈힐몰,127.0235339,37.5700501
421,6774,105000426,신설동로터리.서울풍물시장,127.0233587,37.57374393
421,6102,105000019,신설동역,127.0259165,37.57632081
421,6025,105000484,용두동사거리,127.029999,37.5775089
421,6106,105000023,제기역약령시장,127.0367206,37.57807027
421,6166,105000080,동대문구청.용신동주민센터,127.0381236,37.57549796
421,4120,103000021,마장축산물시장,127.037612,37.57024174
421,4122,103000023,도선사거리,127.0366528,37.56674695
421,4112,103000014,성동구청,127.0360569,37.56319429
421,4132,103000033,무학여고,127.0339168,37.55789775
421,4139,103000040,응봉동주민센터,127.0334499,37.55375442
421,4142,103000043,응봉동현대아파트,127.0305411,37.54993692
421,4160,103000061,삼성래미안아파트앞,127.0275409,37.54831284
421,4154,103000055,금남시장앞.백범학원터,127.0224864,37.54827403
421,4158,103000059,금옥초등학교앞,127.0183627,37.54628093
421,4164,103000065,래미안옥수리버젠.옥수중앙교회,127.0147718,37.54585589
421,4166,103000506,옥수파크힐스아파트앞,127.012947,37.54718408
421,4168,103000069,옥수동종점,127.0125015,37.5492607
