bus,ARS,ID,station,lng,lat
406,23458,122000344,구룡마을,127.0636212,37.4786675
406,23338,122000234,개포주공1단지,127.0582127,37.47664723
406,23459,122000345,개포주공1단지아파트,127.0561003,37.47861898
406,23339,122000235,하나은행사거리,127.0540141,37.48075791
406,23340,122000236,현대아파트경남아파트,127.0529226,37.48263323
406,23316,122000212,매봉삼성아파트SK리더스뷰,127.0490211,37.4880596
406,23317,122000213,매봉역양재최의원,127.0445829,37.48612816
406,23318,122000214,양재역말죽거리.강남베드로병원,127.0379877,37.48515886
406,22129,121000053,서초구청,127.0309471,37.48420925
406,22110,121000034,서울시인재개발원입구,127.0224066,37.48299285
406,22153,121000077,남부터미널.기쁨병원,127.0169147,37.48185234
406,22152,121000076,서초동예술의전당,127.0108317,37.47966234
406,22253,121000177,방배동래미안아트힐.국립국악원,127.0060734,37.47729045
406,22244,121000168,경남임광아파트,127.0006235,37.47698042
406,22246,121000170,서울지방법무사회,126.9986553,37.47999829
406,22229,121000153,방배역.방배서리풀이편한세상,126.9964099,37.48339621
406,22230,121000154,내방역2번출구,126.9942653,37.48672753
406,22268,121000192,방배열린문화센터(방배4동주민센터),126.9919194,37.49044839
406,22222,121000146,방배사이길,126.9902861,37.49305197
406,22223,121000147,방배동삼호아파트,126.9882455,37.49631312
406,22024,121000024,구반포역.세화고등학교,126.986551,37.501138
406,22022,121000022,신반포역.세화여중고,126.9888862,37.50167531
406,22382,121000303,반포대교남단 한강시민공원입구,127.000223,37.50689335
406,3155,102000061,한강중학교,126.9920733,37.52537977
406,3153,102000059,용산구청.크라운호텔,126.991106,37.53025072
406,3152,102000058,국군재정관리단,126.9868243,37.53712103
406,3149,102000055,이태원동남산대림아파트.용산동아파트,126.9873586,37.53974646
406,3148,102000054,용암초등학교입구.이태원주공아파트,126.9886109,37.54376457
406,2148,101000049,남산3호터널.서울애니메이션센터,126.9825662,37.5595072
406,2142,101000043,롯데영프라자,126.9819218,37.56300813
406,2139,101000040,우리은행종로지점,126.9827971,37.56752226
406,1201,100000105,조계사,126.98307,37.57236082
406,1130,100000035,덕성여중고,126.9819731,37.57573943
406,1126,100000031,세종문화회관,126.9767122,37.57266095
406,2286,101000290,시청앞.덕수궁,126.9770031,37.56621596
406,2131,101000034,삼성본관앞,126.9760491,37.56201768
406,2005,101000005,서울역버스환승센터,126.9725603,37.55537624
