bus,ARS,ID,station,lng,lat
143,8161,107000071,정릉산장아파트,127.0028233,37.61692292
143,8163,107000073,정릉4동주민센터.경국사,127.0062568,37.613527
143,8408,107000518,북한산보국문역2번출구,127.0080362,37.61232085
143,8165,107000075,성북청수도서관.정릉4동성당,127.0084452,37.61157851
143,8167,107000077,정릉시장입구,127.0098489,37.6084715
143,8169,107000079,정릉우체국앞,127.0114514,37.60517879
143,8119,107000029,숭덕초교,127.0147215,37.60353332
143,8121,107000031,정릉길음시장,127.0191753,37.60235825
143,8005,107000005,미아리고개.미아리예술극장,127.0216801,37.5988125
143,8007,107000007,돈암사거리.성신여대입구,127.018087,37.59377511
143,8009,107000009,삼선교.한성대학교,127.0092102,37.58988342
143,1005,100000005,혜화동로터리.여운형활동터,127.0016943,37.58622998
143,1003,100000003,명륜3가.성대입구,126.9982902,37.58270882
143,1002,100000002,창경궁.서울대학교병원,126.9965202,37.57917886
143,1198,100000102,원남동,126.9973383,37.57453251
143,1018,100000393,종로4가.종묘,126.995277,37.57060029
143,1016,100000391,종로3가.탑골공원,126.9899683,37.57038869
143,1014,100000389,종로2가,126.986254,37.57026795
143,2140,101000041,롯데백화점,126.9821793,37.56447124
143,2144,101000045,신세계앞,126.981632,37.560919
143,2147,101000048,남산3호터널,126.9828004,37.55848656
143,3150,102000056,용산한신아파트,126.9871848,37.53978771
143,3151,102000057,해방촌,126.9865965,37.53770971
143,3154,102000060,용산구청.크라운호텔,126.9911952,37.52961444
143,3156,102000062,한강중학교앞,126.9925857,37.52457341
143,22381,121000302,반포대교남단 한강시민공원입구,126.9996164,37.50762076
143,22020,121000020,고속터미널,127.0038415,37.50563712
143,22208,121000132,신반포자이아파트,127.0079277,37.50945099
143,22206,121000130,잠원성당,127.0069296,37.51349354
143,22174,121000098,잠원한신아파트,127.0100577,37.51652001
143,22182,121000106,신동중학교,127.0128629,37.51562931
143,22179,121000103,신반포13차아파트,127.0144127,37.51679059
143,22177,121000101,롯데캐슬아파트,127.015498,37.51970316
143,23101,122000001,신사중학교,127.0204417,37.52299569
143,23103,122000003,광림교회.현대고등학교,127.0251671,37.52550414
143,23149,122000049,현대아파트,127.0310097,37.52847448
143,23157,122000055,압구정파출소,127.0360981,37.52885099
143,23159,122000057,한양아파트.압구정로데오역,127.0393076,37.5280591
143,23182,122000079,청담초등학교앞,127.0451104,37.52651764
143,23167,122000065,프리마호텔,127.0514193,37.52463363
143,23169,122000067,영동교입구,127.0564041,37.52083279
143,23170,122000068,청담역.경기고교,127.0564041,37.52083279
143,23189,122000086,봉은사.삼성1파출소앞,127.0595929,37.51502307
143,23199,122000096,무역센터,127.0622365,37.51019192
143,23438,122000330,삼성역,127.0637803,37.50728751
143,23249,122000146,휘문중고등학교,127.0614992,37.50406915
143,23262,122000159,대치동현대아파트,127.0591891,37.5016508
143,23224,122000121,농협대치지점,127.0612358,37.49796533
143,23225,122000122,대치SKVIEW아파트.서울교회,127.0621593,37.49629741
143,23231,122000128,대치역7번출구,127.064132,37.49250405
143,23352,122000248,개포동역.개포시장,127.0661422,37.48849543
143,23351,122000247,경기여고,127.067276,37.48629897
143,23348,122000244,수도전기공고후문,127.0659706,37.48524689
143,23466,122000349,개포도서관,127.0635817,37.48349877
143,23337,122000233,개포주공1단지,127.0619375,37.48140122
143,23457,122000343,개포중학교,127.0635308,37.4801104
